pl_name,hostname,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_eqt,pl_insol,pl_orbsmax,pl_orbper,st_spectype,st_teff,st_rad,st_mass,discoverymethod,disc_year,disc_facility,sy_dist,pl_type
TOI-4495 b,TOI-4495,2.483,0.2215188,7.7,0.02422691,0.078,1735.0,1001.28,0.03957,2.56699,,6210.0,1.309,1.247,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),132.214,Super-Earth
TOI-4495 c,TOI-4495,4.03,0.35953314,23.2,0.07299536,0.023,1365.0,346.626,0.06323,5.18553,,6210.0,1.309,1.247,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),132.214,Neptunian
TOI-4504 b,TOI-4504,2.691,0.24007535,7.71,0.0243,0.0,1234.03,548.0544,0.03392,2.42614,K1 V,5315.0,0.92,0.89,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),342.605,Neptunian
TOI-4504 c,TOI-4504,11.09689089,0.99,1197.32317485,3.7672,0.032,182.8,0.2639,0.3569,82.97213,K1 V,5315.0,0.92,0.89,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),342.605,Gas Giant
TOI-4504 d,TOI-4504,13.6,1.21,450.23572136,1.4166,0.0445,,,0.2219,40.5634,K1 V,5315.0,0.92,0.89,Transit Timing Variations,2024.0,Multiple Observatories,342.605,Gas Giant
TOI-4507 b,TOI-4507,8.2,0.73155626,20.0,0.06292704,0.09,562.01,23.5778,0.456,104.61611,F,6260.0,1.04,1.11,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),178.26,Gas Giant
TOI-451 b,TOI-451,1.84,0.16415409,4.7,0.01478785,0.0,1474.0,786.0,0.0274,1.8587033,G8 V,5490.0,0.85,0.93,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),123.739,Super-Earth
TOI-451 c,TOI-451,2.93,0.26139754,3.7,0.0116415,0.0,865.0,93.0,0.0795,9.192463,G8 V,5490.0,0.85,0.93,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),123.739,Neptunian
TOI-451 d,TOI-451,3.93,0.35061172,10.2,0.03209279,0.0,714.0,43.2,0.1168,16.364962,G8 V,5490.0,0.85,0.93,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),123.739,Neptunian
TOI-4515 b,TOI-4515,12.17,1.086,637.0,2.005,0.461,705.0,42.2987,0.118,15.266446,G8/G9,5433.0,0.86,0.949,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),193.499,Gas Giant
TOI-4527.01,TOI-4527,0.9086617,0.08097753,0.689,0.00217,,1362.93,571.5072,0.008332353,0.3994445,M2V:,3702.0,0.485948,0.483901,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),18.1037,Terrestrial
TOI-4551 b,TOI-4551,11.85910158,1.058,473.56432643,1.49,0.101,1655.0,1247.74,0.0994,9.95581,,4896.0,3.55,1.31,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),215.986,Gas Giant
TOI-4559 b,TOI-4559,1.415,0.12623806,2.59,0.00814,,554.16,15.77,0.0359,3.965991,,3558.0,0.374,0.392,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),31.6354,Terrestrial
TOI-4562 b,TOI-4562,12.53,1.118,732.0,2.3,0.76,318.0,3.2011,0.768,225.1064,F7 V,6096.0,1.152,1.192,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),339.605,Gas Giant
TOI-4562 c,TOI-4562,12.8,1.14,1833.86990839,5.77,0.122,,,5.219,3990.0,F7 V,6096.0,1.152,1.192,Transit Timing Variations,2024.0,Multiple Observatories,339.605,Gas Giant
TOI-4600 b,TOI-4600,6.8,0.607,959.84178914,3.02,0.25,347.0,3.3159,0.349,82.6869,K V,5170.0,0.81,0.89,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),216.056,Gas Giant
TOI-4600 c,TOI-4600,9.42,0.841,2946.26933289,9.27,0.21,191.0,48.3867,1.152,482.8191,K V,5170.0,0.81,0.89,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),216.056,Gas Giant
TOI-4602.01,TOI-4602,2.550449,0.22728928,7.04,0.0221,,1380.27,603.6935,0.05099712,3.9812091,,6011.9,1.15664,1.116795,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),63.0637,Neptunian
TOI-4603 b,TOI-4603,11.67975789,1.042,4096.80816623,12.89,0.325,1677.0,1192.0,0.0888,7.24599,F,6264.0,2.738,1.765,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),225.643,Gas Giant
TOI-4633 c,TOI-4633,3.2,0.28548537,123.0,0.38700128,0.117,268.57,1.56,0.847,271.9445,G V,5800.0,1.05,1.1,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),95.2016,Neptunian
TOI-4638.01,TOI-4638,2.933,0.26166518,8.92,0.0281,,779.83,87.81,0.093013,10.283918787,,5700.0,0.895,1.02,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),168.248,Neptunian
TOI-4641 b,TOI-4641,8.18255591,0.73,1229.99593509,3.87,0.074,950.11,192.5802,0.173,22.09341,,6560.0,1.72,1.41,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),86.3501,Gas Giant
TOI-4666 b,TOI-4666,12.44196858,1.11,222.4798849,0.7,0.0,713.0,54.0,0.0333,2.9089168,M2.5 V,3512.0,0.59,0.58,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),154.749,Gas Giant
TOI-469.01,TOI-469,3.41,0.30422035,9.1,0.0286318,0.0,716.0,74.7,0.111,13.6308205,,5289.0,0.98,0.901,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),68.192,Neptunian
TOI-470 b,TOI-470,4.34,0.38718953,17.4,0.0546,,660.0,44.7551,0.119,12.19148,G,5190.0,0.831,0.87,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),130.46,Neptunian
TOI-4734 b,TOI-4734,10.9175472,0.974,61.65871096,0.194,0.12,1468.0,775.0,0.074,6.235633,,6070.0,1.857,1.391,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),563.068,Gas Giant
TOI-4773 b,TOI-4773,15.22179579,1.358,1687.66884117,5.31,0.024,2255.0,3879.8071,0.03216,1.7452851,,6740.0,1.55,1.452,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),492.888,Gas Giant
TOI-4791 b,TOI-4791,12.44196858,1.11,734.18362017,2.31,0.0,1472.0,783.2,0.0555,4.28088,,6058.0,1.409,1.242,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),328.802,Gas Giant
TOI-4794 b,TOI-4794,14.35870428,1.281,308.29355479,0.97,0.1,1673.0,1310.0,0.0492,3.5658116,,6390.0,1.451,1.25,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),543.008,Gas Giant
TOI-480 b,TOI-480,2.85372018,0.2545923,20.8,0.06544412,0.0,1198.94,531.521,0.077,6.866196,,6174.0,1.4877,1.2793,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),54.5306,Neptunian
TOI-481 b,TOI-481,11.09691,0.99,486.2799,1.53,0.153,1370.0,253.126,0.097,10.33111,G,5735.0,1.66,1.14,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),179.366,Gas Giant
TOI-4860 b,TOI-4860,8.7,0.77,86.7,0.273,0.008,694.0,42.5,0.01808,1.5227591,M3.5 V,3260.0,0.358,0.34,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),80.1423,Gas Giant
TOI-4914 b,TOI-4914,12.87,1.14818647,227.0,0.71422187,0.408,894.0,18.1082,0.098,10.60057,,5805.0,1.0,1.03,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),299.89,Gas Giant
TOI-4940 b,TOI-4940,6.61,0.58970572,89.0,0.28002532,,643.0,40.4612,0.165,25.867811,G8 V,5504.0,1.163,1.012,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),345.659,Gas Giant
TOI-4961 b,TOI-4961,12.34108775,1.101,572.0911326,1.8,0.182,919.0,115.0,0.0726,7.479182,,5380.0,0.912,0.912,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),213.073,Gas Giant
TOI-4994 b,TOI-4994,8.54124329,0.762,88.99195396,0.28,0.319,717.6,40.0,0.1515,21.491984,,5640.0,1.055,1.005,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),329.304,Gas Giant
TOI-500 b,TOI-500,1.166,0.10402373,1.42,0.00446782,0.063,1617.0,1138.0,0.01189,0.548177,K6 V,4440.0,0.678,0.74,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),47.3924,Terrestrial
TOI-5005 b,TOI-5005,6.25,0.558,32.7,0.103,,1040.0,226.0,0.06614,6.3085044,G2 V,5749.0,0.93,0.97,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),207.891,Gas Giant
TOI-5027 b,TOI-5027,10.76062147,0.96,642.01338214,2.02,0.385,1056.0,190.912,0.093,10.24368,,5909.0,0.92,1.02,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),204.429,Gas Giant
TOI-5076 b,TOI-5076,3.48935569,0.3113,16.14568308,0.0508,0.0,550.0,12.8373,0.1481,23.443162,K2 V,4780.0,0.844,0.789,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),82.857,Neptunian
TOI-5082.01,TOI-5082,2.54811,0.22708083,7.03,0.0221,,1164.91,254.588,0.051204842,4.240122,,5670.0,0.93,0.99665,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),43.1406,Neptunian
TOI-5108 b,TOI-5108,6.6,0.58881358,32.0,0.10068326,,1180.0,122.785,0.073,6.753581,,5808.0,1.29,1.1,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),130.919,Gas Giant
TOI-5110 b,TOI-5110,11.98240037,1.069,921.7023803,2.9,0.745,976.0,15.1027,0.2157,30.158577,,6160.0,2.333,1.469,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),392.259,Gas Giant
TOI-5126 b,TOI-5126,4.74,0.4228752,20.2,0.0634,0.0,1442.0,467.0,0.06519,5.4588385,F V,6150.0,1.241,1.24,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),160.414,Neptunian
TOI-5126 c,TOI-5126,3.86,0.34436673,14.2,0.0447,0.0,971.0,96.0,0.1439,17.8999,F V,6150.0,1.241,1.24,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),160.414,Neptunian
TOI-5143 c,TOI-5143,16.25302201,1.45,,,,904.48,158.1646,0.05602,5.2097118,K V,5183.0,0.852,0.864,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),181.38,Gas Giant
TOI-5153 b,TOI-5153,11.88151954,1.06,1036.12060682,3.26,0.091,906.0,49.5559,0.158,20.33003,F8 V,6300.0,1.4,1.24,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),390.484,Gas Giant
TOI-5181 A b,TOI-5181 A,13.34989601,1.191,330.54154328,1.04,0.15,1585.0,1053.0,0.0522,3.8922295,,6060.0,1.53,1.25,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),480.155,Gas Giant
TOI-519 b,TOI-519,11.54525012,1.03,147.15455244,0.463,0.33,687.0,54.0,0.0159,1.2652328,M V,3322.0,0.35,0.335,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),115.557,Gas Giant
TOI-5205 b,TOI-5205,11.6,1.03,343.0,1.08,0.02,737.0,49.0,0.0199,1.630757,M4.0,3430.0,0.394,0.392,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),86.4493,Gas Giant
TOI-521 b,TOI-521,1.98,0.17664407,5.3,0.01667566,0.0,794.0,66.0,0.0195,1.54285047,M3,3544.0,0.421,0.42,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),60.9425,Super-Earth
TOI-5210 b,TOI-5210,10.72699453,0.957,81.99972901,0.258,0.066,1286.0,456.0,0.0557,4.5661061,,5723.0,1.209,1.105,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),302.086,Gas Giant
TOI-5218 b,TOI-5218,9.86,0.879,657.0,2.06715317,0.0,783.0,62.0,0.0469,4.291452,,4230.0,0.708,0.739,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),377.483,Gas Giant
TOI-5232 b,TOI-5232,12.778238,1.14,743.71847238,2.34,0.035,1772.0,1193.86,0.05593,4.0966692,,6500.0,1.785,1.389,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),609.388,Gas Giant
TOI-5261 b,TOI-5261,11.60129502,1.035,3651.84839643,11.49,0.1585,1244.0,159.592,0.05134,4.1509768,,5790.0,1.021,1.037,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),377.054,Gas Giant
TOI-5293 A b,TOI-5293 A,11.9,1.06,170.4,0.54,0.38,675.0,34.6,0.034,2.930289,M3+/-1,3586.0,0.52,0.54,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),162.229,Gas Giant
TOI-530 b,TOI-530,9.30345398,0.83,127.1313628,0.4,0.0,565.0,14.259,0.052,6.387597,M0.5 V,3659.0,0.54,0.53,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),148.762,Gas Giant
TOI-5300 b,TOI-5300,9.86390302,0.88,190.6970442,0.6,0.0,1043.0,198.0,0.0295,2.262196,K4 V,4610.0,0.65,0.67,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),162.51,Gas Giant
TOI-5301 b,TOI-5301,13.09208946,1.168,1182.32167404,3.72,0.33,1648.0,429.794,0.073,5.858858,,6240.0,2.19,1.483,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),629.161,Gas Giant
TOI-5319 b,TOI-5319,2.83,0.25247612,8.4,0.0264,,695.0,38.7885,0.0506,4.07853,M,3580.0,0.485,0.5,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),61.171,Neptunian
TOI-532 b,TOI-532,5.82,0.51922652,61.5,0.19350064,0.0,867.0,94.1,0.0296,2.3266508,,3927.0,0.612,0.639,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),135.047,Neptunian
TOI-5322 b,TOI-5322,16.6117094,1.482,184.02264765,0.579,0.055,1350.0,554.0,0.0604,5.4233207,,5692.0,1.462,0.998,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),476.899,Gas Giant
TOI-5340 b,TOI-5340,15.07607904,1.345,270.15414595,0.85,0.13,1566.0,1004.0,0.0628,4.9394392,,5990.0,1.842,1.35,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),532.629,Gas Giant
TOI-5344 b,TOI-5344,10.60369574,0.946,130.94530368,0.412,0.054,689.0,38.0,0.04041,3.792622,,3747.0,0.588,0.612,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),138.367,Gas Giant
TOI-5349 b,TOI-5349,10.2,0.91,127.4,0.4,0.03,719.0,44.5,0.0369,3.317921,M1+/-0.5,3751.0,0.58,0.61,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),188.336,Gas Giant
TOI-5350 b,TOI-5350,12.41955062,1.108,2094.48920213,6.59,0.0165,1195.0,321.879,0.0796,7.581367,,6220.0,1.263,1.167,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),277.419,Gas Giant
TOI-5386 A b,TOI-5386 A,14.70618268,1.312,155.10026262,0.488,0.072,1488.0,817.0,0.04856,3.62156552,,6094.0,1.245,1.165,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),394.486,Gas Giant
TOI-5388.01,TOI-5388,0.99,0.08832204,2.2,0.00692197,,488.0,3.3023,0.024335855,2.5946748,M3.0 V,3440.0,0.3,0.292,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),18.5226,Terrestrial
TOI-5398 b,TOI-5398,10.3,0.91890603,58.7,0.18469085,0.13,947.0,118.413,0.098,10.590547,G V,6000.0,1.051,1.146,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),130.855,Gas Giant
TOI-5398 c,TOI-5398,3.52,0.31403391,11.8,0.03712695,0.14,1242.0,370.603,0.057,4.77271,G V,6000.0,1.051,1.146,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),130.855,Neptunian
TOI-540 b,TOI-540,0.903,0.08056026,0.674,0.00212,0.0,611.0,23.4,0.01223,1.2391491,M V,3216.0,0.1895,0.159,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),14.0022,Terrestrial
TOI-5422 b,TOI-5422,9.10169233,0.812,8899.195396,28.0,0.094,1369.0,580.0,0.0619,5.377219,,5820.0,1.474,1.066,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),346.141,Gas Giant
TOI-544 b,TOI-544,2.018,0.18003421,2.89,0.00909296,0.0,999.0,240.195,0.0225,1.548352,,4169.0,0.623,0.631,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),41.1166,Super-Earth
TOI-5542 b,TOI-5542,11.30986153,1.009,419.53349724,1.32,0.018,441.0,9.6,0.332,75.12375,G3 V,5700.0,1.058,0.89,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),348.849,Gas Giant
TOI-5573 b,TOI-5573,9.75,0.87,112.0,0.35,0.072,528.0,12.92,0.0712,8.79758977,,3790.0,0.594,0.619,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),186.562,Gas Giant
TOI-558 b,TOI-558,12.17295304,1.086,1147.36054927,3.61,0.298,1061.0,248.8554,0.1291,14.574071,F V,6466.0,1.496,1.349,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),402.63,Gas Giant
TOI-559 b,TOI-559,12.22899794,1.091,1910.14872607,6.01,0.151,1180.0,404.915,0.0723,6.9839095,G V,5925.0,1.233,1.026,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),233.266,Gas Giant
TOI-5592 b,TOI-5592,17.14974047,1.53,285.72773789,0.899,0.062,1789.0,1712.0,0.03935,2.6085846,,6237.0,1.393,1.194,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),597.026,Gas Giant
TOI-561 b,TOI-561,1.397,0.12463221,2.02,0.00635563,0.0,2319.0,4709.0,0.01064,0.4465697,G9 V,5342.0,0.843,0.806,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),85.799,Terrestrial
TOI-561 c,TOI-561,2.865,0.25559862,5.93,0.01865787,0.023,802.0,67.5,0.0889,10.778838,G9 V,5342.0,0.843,0.806,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),85.799,Neptunian
TOI-561 d,TOI-561,2.615,0.23329508,13.33,0.04194087,0.111,600.0,21.2,0.1587,25.71268,G9 V,5342.0,0.843,0.806,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),85.799,Neptunian
TOI-561 e,TOI-561,2.517,0.22455209,12.4,0.03901476,0.074,416.0,4.89,0.33,77.144,G9 V,5342.0,0.843,0.806,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),85.799,Neptunian
TOI-5616 b,TOI-5616,10.78,0.961,624.0,1.96332356,0.0,939.0,137.0,0.0272,2.002849,,3996.0,0.646,0.666,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),390.415,Gas Giant
TOI-5634 A b,TOI-5634 A,10.42,0.923,588.0,1.85005489,0.0,837.0,77.0,0.0272,2.2035373,,3896.0,0.54,0.556,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),306.144,Gas Giant
TOI-564 b,TOI-564,11.43318,1.02,464.98529,1.463,0.072,1714.0,1423.0,0.02734,1.651144,,5640.0,1.088,0.998,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),199.581,Gas Giant
TOI-5678 b,TOI-5678,4.91,0.43804161,20.0,0.06292704,0.14,513.0,3.8369,0.249,47.73022,G7 V,5485.0,0.938,0.905,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),165.393,Neptunian
TOI-5688 A b,TOI-5688 A,10.3,0.92,124.0,0.39,0.128,742.0,50.3,0.03379,2.94815527,,3713.0,0.57,0.6,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),226.318,Gas Giant
TOI-5713 b,TOI-5713,1.77,0.1579091,3.78,0.0119,0.24,347.2,2.2554,0.06008,10.441989,M3.5+/-0.5,3225.0,0.2992,0.2653,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),40.8668,Super-Earth
TOI-5720 b,TOI-5720,1.09,0.09724345,4.3,0.01352931,,708.0,41.7,0.018288,1.4344555,M3.5 +/- 1.0,3325.0,0.383,0.383,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),35.8256,Terrestrial
TOI-5726.01,TOI-5726,2.554,0.22785301,7.05,0.0222,,1093.03,338.95,0.062186,5.491125215,,5874.0,1.106,1.06,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),108.848,Neptunian
TOI-5734 b,TOI-5734,2.1,0.18734977,9.1,0.0286318,,688.0,56.3778,0.05921,6.1841876,K3-K4 V,4750.0,0.639,0.724,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),32.5102,Super-Earth
TOI-5786 b,TOI-5786,8.54,0.76188908,73.0,0.22968369,,1040.0,374.462,0.114,12.779107,,6235.0,1.36,1.23,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),192.475,Gas Giant
TOI-5788 b,TOI-5788,1.528,0.13631926,3.72,0.01170443,0.061,910.0,175.1,0.064,6.340758,,5615.0,0.87,0.87,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),97.614,Super-Earth
TOI-5788 c,TOI-5788,2.272,0.20269461,6.4,0.02013665,0.046,667.0,49.8,0.1197,16.213362,,5615.0,0.87,0.87,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),97.614,Super-Earth
TOI-5789 b,TOI-5789,1.26,0.112,2.12,0.00667027,0.0,1201.0,,0.03608,2.76369,K1 V,5185.0,0.833,0.821,Radial Velocity,2026.0,Multiple Observatories,20.4581,Terrestrial
TOI-5789 c,TOI-5789,2.86,0.25515255,5.0,0.01573176,0.067,718.0,8.7194,0.1009,12.927748,K1 V,5185.0,0.833,0.821,Transit,,Transiting Exoplanet Survey Satellite (TESS),20.4581,Neptunian
TOI-5789 d,TOI-5789,1.91,0.17,4.29,0.01349785,0.096,545.0,,0.1756,29.65,K1 V,5185.0,0.833,0.821,Radial Velocity,2026.0,Multiple Observatories,20.4581,Super-Earth
TOI-5789 e,TOI-5789,3.43,0.306,11.61,0.03652915,0.071,424.0,,0.2901,62.98,K1 V,5185.0,0.833,0.821,Radial Velocity,2026.0,Multiple Observatories,20.4581,Neptunian
TOI-5795 b,TOI-5795,5.62,0.50138368,23.66,0.07444269,0.25,1136.78,240.6761,0.064,6.1406325,G3 V,5715.0,1.082,0.901,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),156.53,Neptunian
TOI-5799 b,TOI-5799,1.733,0.15460817,3.65,0.0115,,505.0,11.91,0.0348,4.164507,M2 V,3452.0,0.321,0.325,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),27.8123,Super-Earth
TOI-5799 c,TOI-5799,1.76,0.15701695,3.75,0.0118,,337.0,,0.0782,14.010449,M2 V,3452.0,0.321,0.325,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),27.8123,Super-Earth
TOI-5800 b,TOI-5800,2.46,0.21946688,9.5,0.02989034,0.3,1108.0,274.163,0.0344,2.6278838,K3 V,4850.0,0.773,0.778,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),42.9052,Super-Earth
TOI-5817 b,TOI-5817,3.08,0.27477967,10.3,0.03240742,0.2,950.0,126.8632,0.1223,15.61031,G2 IV-V,5770.0,1.427,0.97,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),80.7542,Neptunian
TOI-5882 b,TOI-5882,11.46678726,1.023,6995.40323807,22.01,0.0339,1515.0,4792.5,0.0804,7.148972,,5920.0,2.26,1.334,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),416.104,Gas Giant
TOI-5938 b,TOI-5938,3.82,0.34079816,14.0,0.044,,1077.0,249.273,0.0308,2.260424,,4650.0,0.712,0.744,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),114.035,Neptunian
TOI-6002 b,TOI-6002,1.65,0.14720339,3.36,0.0106,0.15,321.4,1.6823,0.05722,10.904821,M3.5+/-0.5,3229.0,0.2432,0.2101,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),32.0266,Super-Earth
TOI-6008 b,TOI-6008,1.03,0.0918906,4.0,0.01258541,,707.0,41.5,0.010777,0.8574347,M5.0,3075.0,0.242,0.23,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),23.1008,Terrestrial
TOI-6016 b,TOI-6016,13.67495645,1.22,371.85923619,1.17,0.0,1890.0,940.0,0.055,4.023687,F,6110.0,1.51,1.31,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),364.715,Gas Giant
TOI-6034 b,TOI-6034,11.92,1.063,254.0,0.798,0.04,714.0,43.0,0.02949,2.576184,,3635.0,0.489,0.514,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),117.992,Gas Giant
TOI-6038 A b,TOI-6038 A,6.41,0.57186288,78.5,0.24698862,,1439.0,716.0,0.069,5.8267311,,6110.0,1.648,1.291,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),179.147,Gas Giant
TOI-6041 b,TOI-6041,4.55,0.40592451,28.9,0.09092957,,605.6,22.4,0.1651,26.04945,G7,5445.0,0.879,0.885,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),72.4731,Neptunian
TOI-6041 c,TOI-6041,10.5,0.938,77.9,0.24510081,,403.5,4.42,0.3721,88.0,G7,5445.0,0.879,0.885,Radial Velocity,2025.0,Multiple Observatories,72.4731,Gas Giant
TOI-6054.01,TOI-6054,2.64,0.23552543,12.5,0.0393294,0.164,1360.0,570.0,0.0763,7.501428,,6047.0,1.662,1.107,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),79.407,Neptunian
TOI-6054.02,TOI-6054,2.82,0.25158398,9.3,0.02926107,0.332,1143.0,285.0,0.1079,12.563636,,6047.0,1.662,1.107,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),79.407,Neptunian
TOI-6086 b,TOI-6086,1.18,0.10527273,1.76,0.00553,,634.0,26.8,0.01541,1.3888725,M3.0,3200.0,0.259,0.254,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),31.4566,Terrestrial
TOI-6109 b,TOI-6109,4.8704,0.43450873,21.1,0.0664,,700.0,39.9451,0.0599,5.690476,G3,5660.0,1.021,1.03,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),151.738,Neptunian
TOI-6109 c,TOI-6109,4.8326,0.43113644,20.8,0.0655,,786.0,63.3913,0.0786,8.538878,G3,5660.0,1.021,1.03,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),151.738,Neptunian
TOI-6130 b,TOI-6130,14.3474953,1.28,333.71982735,1.05,0.036,1750.0,1150.0,0.036,2.392679,F,6110.0,1.51,1.31,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),220.882,Gas Giant
TOI-615 b,TOI-615,18.97680433,1.693,138.25535705,0.435,0.39,1666.0,1286.0,0.0678,4.6615983,F2 V,6850.0,1.732,1.449,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),360.408,Gas Giant
TOI-620 b,TOI-620,3.76,0.33544531,13.6,0.0428,0.22,603.6,20.8,0.04825,5.0988179,M2.5 V,3708.0,0.55,0.577,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),33.0231,Neptunian
